time	air_temperature	precipitation_amount	price
2021-12-02 23:00:00+00:00	-5.1	0	1.45311
2021-12-03 00:00:00+00:00	-5.9	0	1.32297
2021-12-03 01:00:00+00:00	-5.9	0	1.2524
2021-12-03 02:00:00+00:00	-6.4	0	1.18265
2021-12-03 03:00:00+00:00	-5.6	0	1.22113
2021-12-03 04:00:00+00:00	-4.8	0	1.34488
2021-12-03 05:00:00+00:00	-4	0	1.68612
2021-12-03 06:00:00+00:00	-3.5	0	2.31623
2021-12-03 07:00:00+00:00	-3.3	0	2.56128
2021-12-03 08:00:00+00:00	-3.4	0	2.1684
2021-12-03 09:00:00+00:00	-3.4	0	1.80206
2021-12-03 10:00:00+00:00	-2.2	0	1.59744
2021-12-03 11:00:00+00:00	-1.7	0	1.39859
2021-12-03 12:00:00+00:00	-1.4	0	1.40363
2021-12-03 13:00:00+00:00	-1.1	0	1.39313
2021-12-03 14:00:00+00:00	-0.9	0	1.43274
2021-12-03 15:00:00+00:00	-1.2	0	1.59168
2021-12-03 16:00:00+00:00	-1.3	0	1.61833
2021-12-03 17:00:00+00:00	-1.5	0	1.42225
2021-12-03 18:00:00+00:00	-1.2	0	1.34046
2021-12-03 19:00:00+00:00	-1.3	0	1.21444
2021-12-03 20:00:00+00:00	-1.3	0	1.23903
2021-12-03 21:00:00+00:00	-1.2	0	1.24088
2021-12-03 22:00:00+00:00	-1.1	0	1.15426
2021-12-03 23:00:00+00:00	-0.8	0	1.21084
2021-12-04 00:00:00+00:00	-0.4	0	1.22462
2021-12-04 01:00:00+00:00	0	0	1.26042
2021-12-04 02:00:00+00:00	0.4	0	1.29602
2021-12-04 03:00:00+00:00	0.5	0	1.32019
2021-12-04 04:00:00+00:00	0.8	0	1.32698
2021-12-04 05:00:00+00:00	1	0	1.33655
2021-12-04 06:00:00+00:00	1	0	1.31989
2021-12-04 07:00:00+00:00	0.9	0	1.36999
2021-12-04 08:00:00+00:00	0.5	0	1.38274
2021-12-04 09:00:00+00:00	0.3	0	1.40548
2021-12-04 10:00:00+00:00	0.9	0	1.40908
2021-12-04 11:00:00+00:00	0.9	0	1.41289
2021-12-04 12:00:00+00:00	0.9	0	1.39879
2021-12-04 13:00:00+00:00	0.9	0	1.39499
2021-12-04 14:00:00+00:00	1.4	0.2	1.3991
2021-12-04 15:00:00+00:00	1.6	0.2	1.43932
2021-12-04 16:00:00+00:00	0.6	0.1	1.45537
2021-12-04 17:00:00+00:00	0.2	0.1	1.47451
2021-12-04 18:00:00+00:00	-0.3	0	1.45105
2021-12-04 19:00:00+00:00	0.1	0	1.3704
2021-12-04 20:00:00+00:00	0.7	0	1.33295
2021-12-04 21:00:00+00:00	0.7	0	1.29324
2021-12-04 22:00:00+00:00	0.5	0	1.20353
2021-12-04 23:00:00+00:00	0.2	0	1.14284
2021-12-05 00:00:00+00:00	-0.3	0	1.09428
2021-12-05 01:00:00+00:00	-0.8	0	1.09284
2021-12-05 02:00:00+00:00	-0.3	0	1.09109
2021-12-05 03:00:00+00:00	-0.5	0	1.09634
2021-12-05 04:00:00+00:00	-0.6	0	1.12309
2021-12-05 05:00:00+00:00	-0.9	0	1.11444
2021-12-05 06:00:00+00:00	-0.9	0	1.09603
2021-12-05 07:00:00+00:00	-0.9	0	1.11815
2021-12-05 08:00:00+00:00	-1	0	1.21927
2021-12-05 09:00:00+00:00	-0.9	0	1.32143
2021-12-05 10:00:00+00:00	-0.7	0	1.32297
2021-12-05 11:00:00+00:00	-0.6	0	1.33275
2021-12-05 12:00:00+00:00	-0.6	0	1.33316
2021-12-05 13:00:00+00:00	-0.6	0	1.34416
2021-12-05 14:00:00+00:00	-0.7	0	1.37719
2021-12-05 15:00:00+00:00	-1	0	1.48696
2021-12-05 16:00:00+00:00	-1.8	0	1.7391
2021-12-05 17:00:00+00:00	-1.6	0	1.67336
2021-12-05 18:00:00+00:00	-2.1	0	1.65197
2021-12-05 19:00:00+00:00	-1.8	0	1.56421
2021-12-05 20:00:00+00:00	-0.4	0	1.48572
2021-12-05 21:00:00+00:00	-0.7	0	1.37822
2021-12-05 22:00:00+00:00	-0.5	0	1.33316
2021-12-05 23:00:00+00:00	-0.1	0	1.32858
2021-12-06 00:00:00+00:00	-0.5	0	1.30645
2021-12-06 01:00:00+00:00	-0.6	0	1.29626
2021-12-06 02:00:00+00:00	-0.6	0	1.33291
2021-12-06 03:00:00+00:00	-0.8	0	1.40641
2021-12-06 04:00:00+00:00	-0.7	0	1.68384
2021-12-06 05:00:00+00:00	-0.5	0	1.46694
2021-12-06 06:00:00+00:00	-1	0	1.93605
2021-12-06 07:00:00+00:00	-0.6	0	1.97476
2021-12-06 08:00:00+00:00	-0.7	0	3.62401
2021-12-06 09:00:00+00:00	-0.3	0	2.3997
2021-12-06 10:00:00+00:00	-0.4	0	1.6056
2021-12-06 11:00:00+00:00	-0.3	0	1.53138
2021-12-06 12:00:00+00:00	0	0	1.50307
2021-12-06 13:00:00+00:00	0.2	0	1.54878
2021-12-06 14:00:00+00:00	-0.1	0	1.57431
2021-12-06 15:00:00+00:00	-0.3	0	2.33979
2021-12-06 16:00:00+00:00	-0.3	0	1.93605
2021-12-06 17:00:00+00:00	0.3	0	2.03827
2021-12-06 18:00:00+00:00	0.4	0	1.49782
2021-12-06 19:00:00+00:00	0	0	1.46179
2021-12-06 20:00:00+00:00	0.5	0	1.52788
2021-12-06 21:00:00+00:00	0.9	0	1.38695
2021-12-06 22:00:00+00:00	0.9	0	1.30068
2021-12-06 23:00:00+00:00	1.2	0	1.28588
2021-12-07 00:00:00+00:00	1.3	0	1.22229
2021-12-07 01:00:00+00:00	1.2	0	1.17083
2021-12-07 02:00:00+00:00	1.1	0	1.16788
2021-12-07 03:00:00+00:00	1	0.1	1.29352
2021-12-07 04:00:00+00:00	1.4	0.2	1.32001
2021-12-07 05:00:00+00:00	1.9	0.2	1.40918
2021-12-07 06:00:00+00:00	1.6	0.4	1.88984
2021-12-07 07:00:00+00:00	1.8	0.3	2.72155
2021-12-07 08:00:00+00:00	2.1	0.3	2.76017
2021-12-07 09:00:00+00:00	2.2	0.4	2.70259
2021-12-07 10:00:00+00:00	1.9	0.3	2.16018
2021-12-07 11:00:00+00:00	2.5	0	1.92306
2021-12-07 12:00:00+00:00	2	0.2	1.87313
2021-12-07 13:00:00+00:00	2.5	0	1.95913
2021-12-07 14:00:00+00:00	2.5	0	1.87476
2021-12-07 15:00:00+00:00	2.5	0	1.79568
2021-12-07 16:00:00+00:00	2.3	0.1	2.61007
2021-12-07 17:00:00+00:00	1.8	0	1.8612
2021-12-07 18:00:00+00:00	1.5	0	1.51699
2021-12-07 19:00:00+00:00	0.7	0	1.46043
2021-12-07 20:00:00+00:00	1.6	0	1.42344
2021-12-07 21:00:00+00:00	0.5	0	1.24858
2021-12-07 22:00:00+00:00	0.9	0	1.12569
2021-12-07 23:00:00+00:00	0.3	0	1.13358
2021-12-08 00:00:00+00:00	0.5	0	1.08158
2021-12-08 01:00:00+00:00	0.5	0	1.08704
2021-12-08 02:00:00+00:00	0.8	0	1.08219
2021-12-08 03:00:00+00:00	1.3	0	1.05968
2021-12-08 04:00:00+00:00	1.5	0	1.11147
2021-12-08 05:00:00+00:00	1.5	0	1.18588
2021-12-08 06:00:00+00:00	1.3	0	1.36205
2021-12-08 07:00:00+00:00	1.2	0	1.38658
2021-12-08 08:00:00+00:00	1	0	1.38648
2021-12-08 09:00:00+00:00	0.9	0	1.39527
2021-12-08 10:00:00+00:00	1.2	0	1.3982
2021-12-08 11:00:00+00:00	1.5	0	1.41324
2021-12-08 12:00:00+00:00	0.9	0	1.43656
2021-12-08 13:00:00+00:00	0.6	0	1.44999
2021-12-08 14:00:00+00:00	0.5	0	1.4719
2021-12-08 15:00:00+00:00	0	0	1.50259
2021-12-08 16:00:00+00:00	0	0	1.52813
2021-12-08 17:00:00+00:00	0.4	0	1.43999
2021-12-08 18:00:00+00:00	0.6	0	1.399
2021-12-08 19:00:00+00:00	0.8	0	1.37467
2021-12-08 20:00:00+00:00	2	0	1.36437
2021-12-08 21:00:00+00:00	2.3	0	1.31632
2021-12-08 22:00:00+00:00	2.6	0	1.25211
2021-12-08 23:00:00+00:00	1.4	0	1.18834
2021-12-09 00:00:00+00:00	1.8	0	1.16265
2021-12-09 01:00:00+00:00	1.8	0	1.15777
2021-12-09 02:00:00+00:00	1.1	0	1.16315
2021-12-09 03:00:00+00:00	0.6	0	1.17483
2021-12-09 04:00:00+00:00	0.3	0	1.27222
2021-12-09 05:00:00+00:00	-0.5	0	1.37966
2021-12-09 06:00:00+00:00	0	0	1.38687
2021-12-09 07:00:00+00:00	-0.6	0	1.39723
2021-12-09 08:00:00+00:00	-0.5	0	1.39357
2021-12-09 09:00:00+00:00	1.9	0	1.39652
2021-12-09 10:00:00+00:00	2.3	0	1.38931
2021-12-09 11:00:00+00:00	2.8	0	1.38565
2021-12-09 12:00:00+00:00	3.7	0	1.38585
2021-12-09 13:00:00+00:00	3.8	0	1.3891
2021-12-09 14:00:00+00:00	2.7	0	1.38991
2021-12-09 15:00:00+00:00	0.8	0	1.39662
2021-12-09 16:00:00+00:00	2	0	1.39601
2021-12-09 17:00:00+00:00	1.6	0	1.38626
2021-12-09 18:00:00+00:00	2.3	0	1.37539
2021-12-09 19:00:00+00:00	1.9	0	1.3696
2021-12-09 20:00:00+00:00	1.8	0	1.37499
2021-12-09 21:00:00+00:00	1.5	0	1.37235
2021-12-09 22:00:00+00:00	1.8	0	1.30847
2021-12-09 23:00:00+00:00	1.8	0	1.34056
2021-12-10 00:00:00+00:00	1.5	0	1.31796
2021-12-10 01:00:00+00:00	3.5	0	1.28716
2021-12-10 02:00:00+00:00	3.8	0	1.29455
2021-12-10 03:00:00+00:00	3.6	0	1.32546
2021-12-10 04:00:00+00:00	3.6	0	1.33904
2021-12-10 05:00:00+00:00	3.5	0	1.36042
2021-12-10 06:00:00+00:00	3.5	0	1.38555
2021-12-10 07:00:00+00:00	3	0	1.41565
2021-12-10 08:00:00+00:00	3.1	0	1.4122
2021-12-10 09:00:00+00:00	1.8	0	1.41575
2021-12-10 10:00:00+00:00	2.5	0	1.40602
2021-12-10 11:00:00+00:00	3.8	0	1.40612
2021-12-10 12:00:00+00:00	3.4	0	1.40612
2021-12-10 13:00:00+00:00	2.3	0	1.40663
2021-12-10 14:00:00+00:00	1.5	0	1.40754
2021-12-10 15:00:00+00:00	0.7	0	1.45892
2021-12-10 16:00:00+00:00	0.3	0	1.46024
2021-12-10 17:00:00+00:00	-0.3	0	1.44777
2021-12-10 18:00:00+00:00	-0.7	0	1.43166
2021-12-10 19:00:00+00:00	-0.8	0	1.42112
2021-12-10 20:00:00+00:00	-1.2	0	1.46348
2021-12-10 21:00:00+00:00	-0.8	0	1.38829
2021-12-10 22:00:00+00:00	-1.8	0	1.35961
2021-12-10 23:00:00+00:00	-2.2	0	1.37116
2021-12-11 00:00:00+00:00	-2.8	0	1.35951
2021-12-11 01:00:00+00:00	-3.3	0	1.35667
2021-12-11 02:00:00+00:00	-5	0	1.35424
2021-12-11 03:00:00+00:00	-5.4	0	1.35556
2021-12-11 04:00:00+00:00	-5.2	0	1.36407
2021-12-11 05:00:00+00:00	-5.5	0	1.36012
2021-12-11 06:00:00+00:00	-5.7	0	1.36752
2021-12-11 07:00:00+00:00	-5.7	0	1.41261
2021-12-11 08:00:00+00:00	-6.3	0	1.59096
2021-12-11 09:00:00+00:00	-5.4	0	1.98404
2021-12-11 10:00:00+00:00	-4.7	0	2.02366
2021-12-11 11:00:00+00:00	-3.9	0	1.98444
2021-12-11 12:00:00+00:00	-1.8	0	1.4273
2021-12-11 13:00:00+00:00	-2.5	0	1.66139
2021-12-11 14:00:00+00:00	-1.2	0	1.72908
2021-12-11 15:00:00+00:00	0.5	0	2.58698
2021-12-11 16:00:00+00:00	0.9	0	2.76219
2021-12-11 17:00:00+00:00	3.4	0	1.99366
2021-12-11 18:00:00+00:00	2.9	0	1.42254
2021-12-11 19:00:00+00:00	2.7	0	1.40795
2021-12-11 20:00:00+00:00	4.4	0	1.37816
2021-12-11 21:00:00+00:00	3.8	0	1.3818
2021-12-11 22:00:00+00:00	4.3	0	1.31746
2021-12-11 23:00:00+00:00	4.8	0	1.33762
2021-12-12 00:00:00+00:00	5.5	0	1.22099
2021-12-12 01:00:00+00:00	3.7	0.1	1.15694
2021-12-12 02:00:00+00:00	2.8	1.1	1.13191
2021-12-12 03:00:00+00:00	2.9	0.1	1.11651
2021-12-12 04:00:00+00:00	4.4	0.1	1.10638
2021-12-12 05:00:00+00:00	4.7	0.1	1.10901
2021-12-12 06:00:00+00:00	4.8	0	1.14316
2021-12-12 07:00:00+00:00	5.5	0	1.1994
2021-12-12 08:00:00+00:00	5.5	0.1	1.32668
2021-12-12 09:00:00+00:00	5.9	0	1.34644
2021-12-12 10:00:00+00:00	5.4	0.2	1.36093
2021-12-12 11:00:00+00:00	5.9	0.1	1.36225
2021-12-12 12:00:00+00:00	6	0	1.36681
2021-12-12 13:00:00+00:00	6.2	0	1.38565
2021-12-12 14:00:00+00:00	6.4	0	1.4115
2021-12-12 15:00:00+00:00	6.5	0	1.66149
2021-12-12 16:00:00+00:00	6.6	0	1.76982
2021-12-12 17:00:00+00:00	6.7	0	1.66149
2021-12-12 18:00:00+00:00	6.6	0	1.54232
2021-12-12 19:00:00+00:00	6.7	0	1.4198
2021-12-12 20:00:00+00:00	6.7	0	1.40369
2021-12-12 21:00:00+00:00	6.7	0	1.38241
2021-12-12 22:00:00+00:00	7	0	1.36326
2021-12-12 23:00:00+00:00	6.9	0	1.34079
2021-12-13 00:00:00+00:00	6.2	0	1.33032
2021-12-13 01:00:00+00:00	6.3	0	1.2908
2021-12-13 02:00:00+00:00	7.1	0	1.25545
2021-12-13 03:00:00+00:00	8.4	0	1.31986
2021-12-13 04:00:00+00:00	7.4	0	1.36416
2021-12-13 05:00:00+00:00	9.2	0.2	1.38204
2021-12-13 06:00:00+00:00	9.8	0	1.399
2021-12-13 07:00:00+00:00	8.6	0.1	1.44025
2021-12-13 08:00:00+00:00	8.7	0.2	1.43345
2021-12-13 09:00:00+00:00	8.6	0.3	1.42186
2021-12-13 10:00:00+00:00	8.4	0.1	1.4181
2021-12-13 11:00:00+00:00	8.2	0	1.42156
2021-12-13 12:00:00+00:00	8	0	1.42105
2021-12-13 13:00:00+00:00	7.9	0	1.42552
2021-12-13 14:00:00+00:00	7.5	0.1	1.42339
2021-12-13 15:00:00+00:00	7.2	0	1.45356
2021-12-13 16:00:00+00:00	5.2	1.8	1.42542
2021-12-13 17:00:00+00:00	6.3	0.1	1.41069
2021-12-13 18:00:00+00:00	5	0.5	1.3858
2021-12-13 19:00:00+00:00	6.2	0	1.33764
2021-12-13 20:00:00+00:00	6.5	0	1.33551
2021-12-13 21:00:00+00:00	5.8	0.6	1.28897
2021-12-13 22:00:00+00:00	5.5	0.9	1.32169
2021-12-13 23:00:00+00:00	4.4	1.4	1.31978
2021-12-14 00:00:00+00:00	4.7	0.2	1.28012
2021-12-14 01:00:00+00:00	4.2	0.5	1.27807
2021-12-14 02:00:00+00:00	3.9	0.9	1.27981
2021-12-14 03:00:00+00:00	4.1	0.7	1.29006
2021-12-14 04:00:00+00:00	4.9	0.2	1.34283
2021-12-14 05:00:00+00:00	5.1	0.1	1.41129
2021-12-14 06:00:00+00:00	4.8	1.6	2.23324
2021-12-14 07:00:00+00:00	4.7	0.5	3.07415
2021-12-14 08:00:00+00:00	5	0.5	3.16904
2021-12-14 09:00:00+00:00	6	0.1	2.87012
2021-12-14 10:00:00+00:00	6.4	0	3.37266
2021-12-14 11:00:00+00:00	6.5	0	2.9769
2021-12-14 12:00:00+00:00	6.5	0	3.02486
2021-12-14 13:00:00+00:00	6.3	0.1	3.10981
2021-12-14 14:00:00+00:00	6.2	0.5	3.48825
2021-12-14 15:00:00+00:00	5.8	3.3	3.70396
2021-12-14 16:00:00+00:00	7	2.9	1.7803
2021-12-14 17:00:00+00:00	7.5	3.4	1.74064
2021-12-14 18:00:00+00:00	7.7	3.9	1.4574
2021-12-14 19:00:00+00:00	8	7.7	1.39161
2021-12-14 20:00:00+00:00	8.5	6.1	1.38679
2021-12-14 21:00:00+00:00	8.5	3	1.26854
2021-12-14 22:00:00+00:00	8.5	3.2	1.23144
2021-12-14 23:00:00+00:00	8.4	2.9	1.26671
2021-12-15 00:00:00+00:00	8.5	2.7	1.21332
2021-12-15 01:00:00+00:00	8.6	4	1.19011
2021-12-15 02:00:00+00:00	8.8	1.4	1.18653
2021-12-15 03:00:00+00:00	8.9	0.6	1.19399
2021-12-15 04:00:00+00:00	8.8	0.2	1.20821
2021-12-15 05:00:00+00:00	8.5	2.4	1.26262
2021-12-15 06:00:00+00:00	8.7	0.4	1.32982
2021-12-15 07:00:00+00:00	8.5	0	1.37901
2021-12-15 08:00:00+00:00	8.4	0.1	1.37523
2021-12-15 09:00:00+00:00	8.4	0	1.36173
2021-12-15 10:00:00+00:00	8.2	0.1	1.35856
2021-12-15 11:00:00+00:00	8.2	0	1.34987
2021-12-15 12:00:00+00:00	8.5	0	1.34946
2021-12-15 13:00:00+00:00	8.5	0	1.34946
2021-12-15 14:00:00+00:00	8.8	0.6	1.37012
2021-12-15 15:00:00+00:00	8.8	0	1.37247
2021-12-15 16:00:00+00:00	8.5	0	1.37063
2021-12-15 17:00:00+00:00	8.5	0	1.33974
2021-12-15 18:00:00+00:00	8.3	0	1.3247
2021-12-15 19:00:00+00:00	8.2	0	1.29924
2021-12-15 20:00:00+00:00	7.9	0	1.31806
2021-12-15 21:00:00+00:00	7.8	0	1.28584
2021-12-15 22:00:00+00:00	7.9	0	1.26569
2021-12-15 23:00:00+00:00	7.8	0	1.32869
2021-12-16 00:00:00+00:00	7.9	0	1.32423
2021-12-16 01:00:00+00:00	8	0	1.31865
2021-12-16 02:00:00+00:00	7.8	0	1.32159
2021-12-16 03:00:00+00:00	7.9	0	1.33661
2021-12-16 04:00:00+00:00	7.3	0	1.39708
2021-12-16 05:00:00+00:00	7.6	0	1.49194
2021-12-16 06:00:00+00:00	7.2	0	1.55728
2021-12-16 07:00:00+00:00	7.1	0	1.65732
2021-12-16 08:00:00+00:00	7.2	0	1.64068
2021-12-16 09:00:00+00:00	7	0	1.63794
2021-12-16 10:00:00+00:00	6.8	0.3	1.61125
2021-12-16 11:00:00+00:00	6.9	0	1.58295
2021-12-16 12:00:00+00:00	7.3	0	1.55484
2021-12-16 13:00:00+00:00	7.5	0	1.55738
2021-12-16 14:00:00+00:00	7.1	0	1.60334
2021-12-16 15:00:00+00:00	6.8	0	1.68897
2021-12-16 16:00:00+00:00	6.4	0	1.78414
2021-12-16 17:00:00+00:00	6.5	0	1.77582
2021-12-16 18:00:00+00:00	5.2	0	1.64037
2021-12-16 19:00:00+00:00	3.4	0	1.58761
2021-12-16 20:00:00+00:00	2.9	0	1.62028
2021-12-16 21:00:00+00:00	3.4	0	1.52177
2021-12-16 22:00:00+00:00	4.2	0	1.47216
2021-12-16 23:00:00+00:00	4.4	0.1	1.63219
2021-12-17 00:00:00+00:00	4.9	0.2	1.59321
2021-12-17 01:00:00+00:00	5.3	0.3	1.56502
2021-12-17 02:00:00+00:00	5.9	0.9	1.55321
2021-12-17 03:00:00+00:00	6.4	0.4	1.61082
2021-12-17 04:00:00+00:00	7	0.4	1.64838
2021-12-17 05:00:00+00:00	7.2	0.8	1.7983
2021-12-17 06:00:00+00:00	7.1	1	1.83759
2021-12-17 07:00:00+00:00	7.1	0.9	2.00401
2021-12-17 08:00:00+00:00	6.7	0.5	2.03597
2021-12-17 09:00:00+00:00	6.7	0.3	2.03403
2021-12-17 10:00:00+00:00	6.9	0.2	2.03586
2021-12-17 11:00:00+00:00	7.2	0.2	1.98518
2021-12-17 12:00:00+00:00	7.5	0.2	1.95362
2021-12-17 13:00:00+00:00	7.7	0	2.01642
2021-12-17 14:00:00+00:00	7.6	0.1	1.97724
2021-12-17 15:00:00+00:00	7.8	0.3	2.01978
2021-12-17 16:00:00+00:00	7.8	0.5	2.02904
2021-12-17 17:00:00+00:00	7.4	0.5	2.01612
2021-12-17 18:00:00+00:00	7.7	0.4	1.89744
2021-12-17 19:00:00+00:00	7.7	0.3	1.68013
2021-12-17 20:00:00+00:00	7.4	0.2	1.67759
2021-12-17 21:00:00+00:00	7.3	0	1.64492
2021-12-17 22:00:00+00:00	7.7	0.3	1.62761
2021-12-17 23:00:00+00:00	7.8	0.3	1.74853
2021-12-18 00:00:00+00:00	7.8	0.2	1.69672
2021-12-18 01:00:00+00:00	7.7	0.3	1.71738
2021-12-18 02:00:00+00:00	7.8	0	1.67952
2021-12-18 03:00:00+00:00	7.8	0.1	1.64247
2021-12-18 04:00:00+00:00	7.5	0	1.59759
2021-12-18 05:00:00+00:00	7.5	0	1.58578
2021-12-18 06:00:00+00:00	7.3	0	1.56644
2021-12-18 07:00:00+00:00	7.2	0.1	1.62812
2021-12-18 08:00:00+00:00	6.9	0	1.66721
2021-12-18 09:00:00+00:00	6.7	0.2	1.69662
2021-12-18 10:00:00+00:00	6.9	0.1	1.66303
2021-12-18 11:00:00+00:00	6.8	0	1.6155
2021-12-18 12:00:00+00:00	6.9	0.1	1.57061
2021-12-18 13:00:00+00:00	6.7	0.2	1.56797
2021-12-18 14:00:00+00:00	6.6	0.3	1.56695
2021-12-18 15:00:00+00:00	6.5	0.1	1.60481
2021-12-18 16:00:00+00:00	6.7	0.4	1.61621
2021-12-18 17:00:00+00:00	6.5	0.5	1.57825
2021-12-18 18:00:00+00:00	6.7	0	1.55962
2021-12-18 19:00:00+00:00	6.7	0.1	1.53886
2021-12-18 20:00:00+00:00	6.9	0.2	1.42354
2021-12-18 21:00:00+00:00	7.3	0.1	1.2904
2021-12-18 22:00:00+00:00	7.5	0.1	1.24684
2021-12-18 23:00:00+00:00	7.8	0.1	1.31097
2021-12-19 00:00:00+00:00	7.4	0.6	1.29529
2021-12-19 01:00:00+00:00	6.4	0.2	1.28715
2021-12-19 02:00:00+00:00	5.6	0	1.2844
2021-12-19 03:00:00+00:00	5.4	0	1.28409
2021-12-19 04:00:00+00:00	4.6	0	1.28837
2021-12-19 05:00:00+00:00	4.4	0	1.3127
2021-12-19 06:00:00+00:00	4	0	1.30191
2021-12-19 07:00:00+00:00	3.9	0	1.34801
2021-12-19 08:00:00+00:00	3.9	0	1.41804
2021-12-19 09:00:00+00:00	3.3	0	1.43494
2021-12-19 10:00:00+00:00	3.3	0	1.42252
2021-12-19 11:00:00+00:00	3.4	0	1.4498
2021-12-19 12:00:00+00:00	3.5	0	1.47687
2021-12-19 13:00:00+00:00	3.4	0	1.49845
2021-12-19 14:00:00+00:00	2.7	0	1.55412
2021-12-19 15:00:00+00:00	2.2	0	1.57774
2021-12-19 16:00:00+00:00	1.7	0	1.73723
2021-12-19 17:00:00+00:00	0.1	0	1.77611
2021-12-19 18:00:00+00:00	-1	0	1.76828
2021-12-19 19:00:00+00:00	-1.7	0	1.77642
2021-12-19 20:00:00+00:00	-2	0	1.77072
2021-12-19 21:00:00+00:00	-2.7	0	1.75372
2021-12-19 22:00:00+00:00	-2.9	0	1.73469
2021-12-19 23:00:00+00:00	-3.4	0	1.67141
2021-12-20 00:00:00+00:00	-2.9	0	1.59589
2021-12-20 01:00:00+00:00	-3.4	0	1.56297
2021-12-20 02:00:00+00:00	-3.4	0	1.53046
2021-12-20 03:00:00+00:00	-3.3	0	1.64848
2021-12-20 04:00:00+00:00	-3.4	0	1.77913
2021-12-20 05:00:00+00:00	-2.8	0	2.30308
2021-12-20 06:00:00+00:00	-2.6	0	3.87593
2021-12-20 07:00:00+00:00	-2.5	0	4.27635
2021-12-20 08:00:00+00:00	-2.6	0	4.04511
2021-12-20 09:00:00+00:00	-3.1	0	3.68749
2021-12-20 10:00:00+00:00	-1.8	0	3.35321
2021-12-20 11:00:00+00:00	-2.5	0	2.85719
2021-12-20 12:00:00+00:00	-1.7	0	3.47224
2021-12-20 13:00:00+00:00	0.1	0	3.99466
2021-12-20 14:00:00+00:00	-1.9	0	4.23049
2021-12-20 15:00:00+00:00	-2.6	0	4.34494
2021-12-20 16:00:00+00:00	-3.6	0	4.54357
2021-12-20 17:00:00+00:00	-3.5	0	4.59708
2021-12-20 18:00:00+00:00	-4	0	4.34046
2021-12-20 19:00:00+00:00	-4.3	0	2.64622
2021-12-20 20:00:00+00:00	-4.4	0	3.66955
2021-12-20 21:00:00+00:00	-5	0	2.49478
2021-12-20 22:00:00+00:00	-5.1	0	2.2035
2021-12-20 23:00:00+00:00	-5.2	0	2.37147
2021-12-21 00:00:00+00:00	-5.5	0	2.11836
2021-12-21 01:00:00+00:00	-5.6	0	2.06153
2021-12-21 02:00:00+00:00	-4.5	0	2.04123
2021-12-21 03:00:00+00:00	-4.5	0	2.25111
2021-12-21 04:00:00+00:00	-3.3	0	3.06413
2021-12-21 05:00:00+00:00	-2.4	0	2.55303
2021-12-21 06:00:00+00:00	-1.8	0	2.73145
